county,state,county_seat,parcel_number,owner_name,property_address,city,zip,amount_due,sale_date,sale_number,source_url,date_scraped,notes
Shelby,TN,Memphis,025005  00006,,813 MISSISSIPPI,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=025005  00006 | Alt parcel: 02500500000060
Shelby,TN,Memphis,082036  00020,,4509 DOUBLE TREE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=082036  00020 | Alt parcel: 08203600000200
Shelby,TN,Memphis,073089  00080,,3692 VICTORY HEIGHTS,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=073089  00080 | Alt parcel: 07308900000800
Shelby,TN,Memphis,044008  00022,,3046 MCADOO,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=044008  00022 | Alt parcel: 04400800000220
Shelby,TN,Memphis,D0118  C00005,,8170 JONES,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=D0118  C00005 | Alt parcel: D011800C000050
Shelby,TN,Memphis,075125  00008,,4237 DON,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=075125  00008 | Alt parcel: 07512500000080
Shelby,TN,Memphis,060222  00264M,,3135 JOYCE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=060222  00264M | Alt parcel: 0602220000264M
Shelby,TN,Memphis,031015  00009,,1483 KYLE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=031015  00009 | Alt parcel: 03101500000090
Shelby,TN,Memphis,025006  00040,,530 E ALSTON,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=025006  00040 | Alt parcel: 02500600000400
Shelby,TN,Memphis,035080  00027,,1618 S KANSAS,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=035080  00027 | Alt parcel: 03508000000270
Shelby,TN,Memphis,047008  00014,,2154 LOWELL,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=047008  00014 | Alt parcel: 04700800000140
Shelby,TN,Memphis,075216  00007,,320 HEWLETT,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=075216  00007 | Alt parcel: 07521600000070
Shelby,TN,Memphis,074037 H00088,,3532 BOXDALE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=074037 H00088 | Alt parcel: 0740370H000880
Shelby,TN,Memphis,L0140V A00010,,6289 ALTHORP,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=L0140V A00010 | Alt parcel: L0140V0A000100
Shelby,TN,Memphis,025019  00011C,,508 WALKER,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=025019  00011C | Alt parcel: 0250190000011C
Shelby,TN,Memphis,042011  00036,,1516 N TREZEVANT,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=042011  00036 | Alt parcel: 04201100000360
Shelby,TN,Memphis,074001  00183C,,0 AMERICAN WAY,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=074001  00183C | Alt parcel: 0740010000183C
Shelby,TN,Memphis,042059  00017,,1388 N HOLLYWOOD,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=042059  00017 | Alt parcel: 04205900000170
Shelby,TN,Memphis,070007  00004,,1417 FRAYSER,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=070007  00004 | Alt parcel: 07000700000040
Shelby,TN,Memphis,061042  00032,,824 LAUREL,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=061042  00032 | Alt parcel: 06104200000320
Shelby,TN,Memphis,040025  00082,,0 E BAMMEL,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=040025  00082 | Alt parcel: 04002500000820
Shelby,TN,Memphis,074037  00099,,3243 DOTHAN,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=074037  00099 | Alt parcel: 07403700000990
Shelby,TN,Memphis,082001  00153,,1882 W MITCHELL,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=082001  00153 | Alt parcel: 08200100001530
Shelby,TN,Memphis,073041 F00031,,3226 FOREST BROOK,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=073041 F00031 | Alt parcel: 0730410F000310
Shelby,TN,Memphis,048019  00021,,1571 PILLOW,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=048019  00021 | Alt parcel: 04801900000210
Shelby,TN,Memphis,074037 H00126,,3548 BOXDALE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=074037 H00126 | Alt parcel: 0740370H001260
Shelby,TN,Memphis,070062  00026,,1768 CHILDERS,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=070062  00026 | Alt parcel: 07006200000260
Shelby,TN,Memphis,074037 H00150,,4866 WINCHESTER,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=074037 H00150 | Alt parcel: 0740370H001500
Shelby,TN,Memphis,072049  00003,,2920 OVERTON CROSSING,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=072049  00003 | Alt parcel: 07204900000030
Shelby,TN,Memphis,050038  00023,,66 W MCKELLAR,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=050038  00023 | Alt parcel: 05003800000230
Shelby,TN,Memphis,071030  00020,,2000 DURHAM,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=071030  00020 | Alt parcel: 07103000000200
Shelby,TN,Memphis,043029  00041,,1722 BROOKINS,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=043029  00041 | Alt parcel: 04302900000410
Shelby,TN,Memphis,035007  00005,,347 W BURDOCK,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=035007  00005 | Alt parcel: 03500700000050
Shelby,TN,Memphis,060023  00014,,900 COLGATE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=060023  00014 | Alt parcel: 06002300000140
Shelby,TN,Memphis,075171  00024,,4911 MANSON,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=075171  00024 | Alt parcel: 07517100000240
Shelby,TN,Memphis,072104  00969,,0 RANGELINE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=072104  00969 | Alt parcel: 07210400009690
Shelby,TN,Memphis,014032  00027,,1298 GAITHER,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=014032  00027 | Alt parcel: 01403200000270
Shelby,TN,Memphis,044033  00066,,0 PRINCETON,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=044033  00066 | Alt parcel: 04403300000660
Shelby,TN,Memphis,025044  00004,,721 E MCLEMORE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=025044  00004 | Alt parcel: 02504400000040
Shelby,TN,Memphis,035016  00010,,325 W PERSON,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=035016  00010 | Alt parcel: 03501600000100
Shelby,TN,Memphis,076142  00034,,529 BONNELL,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=076142  00034 | Alt parcel: 07614200000340
Shelby,TN,Memphis,044003  00018,,3120 ALLISON,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=044003  00018 | Alt parcel: 04400300000180
Shelby,TN,Memphis,035075  00006,,1477 KANSAS,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=035075  00006 | Alt parcel: 03507500000060
Shelby,TN,Memphis,043038  00011,,1527 ORR,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=043038  00011 | Alt parcel: 04303800000110
Shelby,TN,Memphis,M0115   00406,,0 EASLEY,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=M0115   00406 | Alt parcel: M0115000004060
Shelby,TN,Memphis,059037  00133,,3077 SHARPE,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=059037  00133 | Alt parcel: 05903700001330
Shelby,TN,Memphis,034072  00013,,1737 NORFOLK,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=034072  00013 | Alt parcel: 03407200000130
Shelby,TN,Memphis,075077  00012,,324 W ELDER,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=075077  00012 | Alt parcel: 07507700000120
Shelby,TN,Memphis,075245  00035,,4944 FORD,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=075245  00035 | Alt parcel: 07524500000350
Shelby,TN,Memphis,029062  00002,,661 MARECHALNEIL,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=029062  00002 | Alt parcel: 02906200000020
Shelby,TN,Memphis,074037 H00091,,3532 BOXDALE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=074037 H00091 | Alt parcel: 0740370H000910
Shelby,TN,Memphis,071064  00017,,4403 RANGE LINE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=071064  00017 | Alt parcel: 07106400000170
Shelby,TN,Memphis,049030  00025,,1786 S WELLINGTON,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=049030  00025 | Alt parcel: 04903000000250
Shelby,TN,Memphis,060079  00017,,1806 CINCINNATI,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=060079  00017 | Alt parcel: 06007900000170
Shelby,TN,Memphis,071010  00015,,3881 BALFOUR,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=071010  00015 | Alt parcel: 07101000000150
Shelby,TN,Memphis,076012  00016,,310 SOUTHHILL,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=076012  00016 | Alt parcel: 07601200000160
Shelby,TN,Memphis,034069  00005,,1041 SHAWNEE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=034069  00005 | Alt parcel: 03406900000050
Shelby,TN,Memphis,071062  00010,,4504 RANGE LINE,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=071062  00010 | Alt parcel: 07106200000100
Shelby,TN,Memphis,035065  00009,,1599 HANAUER,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=035065  00009 | Alt parcel: 03506500000090
Shelby,TN,Memphis,089049  00003,,6517 HONEYBROOK,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=089049  00003 | Alt parcel: 08904900000030
Shelby,TN,Memphis,070078  00004,,3007 BIRCHDALE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=070078  00004 | Alt parcel: 07007800000040
Shelby,TN,Memphis,090058  00196,,3824 HAWKINS MILL,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=090058  00196 | Alt parcel: 09005800001960
Shelby,TN,Memphis,074037 H00148,,3558 BOXDALE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=074037 H00148 | Alt parcel: 0740370H001480
Shelby,TN,Memphis,022020  00002,,0 N SECOND,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=022020  00002 | Alt parcel: 02202000000020
Shelby,TN,Memphis,013019  00013,,282 E OLIVE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=013019  00013 | Alt parcel: 01301900000130
Shelby,TN,Memphis,038012  00002,,711 HILLCREST,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=038012  00002 | Alt parcel: 03801200000020
Shelby,TN,Memphis,039009  00001,,1241 NICHOLAS,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=039009  00001 | Alt parcel: 03900900000010
Shelby,TN,Memphis,072078  00010,,3465 SUZANNE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=072078  00010 | Alt parcel: 07207800000100
Shelby,TN,Memphis,074037 H00163,,4886 WINCHESTER,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=074037 H00163 | Alt parcel: 0740370H001630
Shelby,TN,Memphis,048022  00042,,1387 SOUTH,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=048022  00042 | Alt parcel: 04802200000420
Shelby,TN,Memphis,035019  00022,,348 INGLE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=035019  00022 | Alt parcel: 03501900000220
Shelby,TN,Memphis,082017  00169,,4021 WEAVER,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=082017  00169 | Alt parcel: 08201700001690
Shelby,TN,Memphis,077053  00002,,0 LINWOOD,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=077053  00002 | Alt parcel: 07705300000020
Shelby,TN,Memphis,015020  00004,,1037 S WILLETT,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=015020  00004 | Alt parcel: 01502000000040
Shelby,TN,Memphis,050065  00013,,56 E MCKELLAR,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=050065  00013 | Alt parcel: 05006500000130
Shelby,TN,Memphis,058010  00035,,3442 HENDRICKS,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=058010  00035 | Alt parcel: 05801000000350
Shelby,TN,Memphis,020095  00004,,425 N BELLEVUE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=020095  00004 | Alt parcel: 02009500000040
Shelby,TN,Memphis,072011  00033,,3291 DENVER,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=072011  00033 | Alt parcel: 07201100000330
Shelby,TN,Memphis,073044  00055,,4062 BERRYWOOD,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=073044  00055 | Alt parcel: 07304400000550
Shelby,TN,Memphis,062006  00015,,0 STANTON,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=062006  00015 | Alt parcel: 06200600000150
Shelby,TN,Memphis,074037 H00062,,3520 BOXDALE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=074037 H00062 | Alt parcel: 0740370H000620
Shelby,TN,Memphis,074037 H00049C,,3516 BOXDALE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=074037 H00049C | Alt parcel: 0740370H00049C
Shelby,TN,Memphis,059013  00004,,1161 HAYNES,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=059013  00004 | Alt parcel: 05901300000040
Shelby,TN,Memphis,029095  00008,,743 BOSTON,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=029095  00008 | Alt parcel: 02909500000080
Shelby,TN,Memphis,024043  00014,,0 HORACE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=024043  00014 | Alt parcel: 02404300000140
Shelby,TN,Memphis,034034  00024,,1552 ELY,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=034034  00024 | Alt parcel: 03403400000240
Shelby,TN,Memphis,D0242N F00061,,3793 MISTY OAK,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=D0242N F00061 | Alt parcel: D0242N0F000610
Shelby,TN,Memphis,075257  00026,,4858 ORTIE,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=075257  00026 | Alt parcel: 07525700000260
Shelby,TN,Memphis,042042  00033,,1033 RICHERT,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=042042  00033 | Alt parcel: 04204200000330
Shelby,TN,Memphis,074037 H00098,,3536 BOXDALE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=074037 H00098 | Alt parcel: 0740370H000980
Shelby,TN,Memphis,082010  00184,,1896 W HICKS,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=082010  00184 | Alt parcel: 08201000001840
Shelby,TN,Memphis,D0116   00241,,0 ARMOUR,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=D0116   00241 | Alt parcel: D0116000002410
Shelby,TN,Memphis,074037 H00114,,3542 BOXDALE,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=074037 H00114 | Alt parcel: 0740370H001140
Shelby,TN,Memphis,075179  00006,,0 NINTH,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=075179  00006 | Alt parcel: 07517900000060
Shelby,TN,Memphis,074037 H00156,,4880 WINCHESTER,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=074037 H00156 | Alt parcel: 0740370H001560
Shelby,TN,Memphis,059032  00069,,2226 PENDLETON,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=059032  00069 | Alt parcel: 05903200000690
Shelby,TN,Memphis,042006  00006,,1625 OAKWOOD,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=042006  00006 | Alt parcel: 04200600000060
Shelby,TN,Memphis,025041  00026,,534 LUCY,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=025041  00026 | Alt parcel: 02504100000260
Shelby,TN,Memphis,043083  00016,,3722 MASON,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=043083  00016 | Alt parcel: 04308300000160
Shelby,TN,Memphis,073041 G00003,,4309 CHUCK,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=073041 G00003 | Alt parcel: 0730410G000030
Shelby,TN,Memphis,021051  00063,,1185 COKER,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=021051  00063 | Alt parcel: 02105100000630
Shelby,TN,Memphis,085017  00011,,3328 MAGEVNEY,Memphis,,,2026-10-27,TS2301,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=085017  00011 | Alt parcel: 08501700000110
Shelby,TN,Memphis,075215  00014,,308 HEWLETT,Memphis,,,2026-10-27,TS2302,https://scgpublic.s3.amazonaws.com/TaxSaleExtract.csv,2026-06-19,GIS: http://gis.register.shelby.tn.us/?parcelid=075215  00014 | Alt parcel: 07521500000140
